video_name,channel_name,channel_id,date,region_code,category_Id,category,view,like,comment,channel_subscribers,channel_videoCount,popularity_%,engagement_%,growth_%,duration(sec),country,country_code
SOBREVIVÍ 100 DÍAS en POPPY'S PLAYTIME  en MINECRAFT HARDCORE!,MaxCraft Español,UCz1bbUNtuEjBlhxy-vUXpaA,2022-11-29,CR,22,People & Blogs,925617,33065.0,485.0,514000,16,3.57,0.05,180.08,2101,Costa Rica,CRI
"LA MÁS DRAGA 5 - Capítulo 10 ""LA MÁS ...""",LA MÁS DRAGA OFICIAL,UCqwOmKcXJSQpGOrGAW7ircw,2022-11-30,CR,24,Entertainment,396688,14893.0,2531.0,443000,213,3.75,0.64,89.55,5386,Costa Rica,CRI
"Feid, Yandel - XQ Te Pones Así (Official Video)",FeidVEVO,UCRHZrsFKNop3EHMoWkgdccg,2022-11-30,CR,10,Music,597942,58647.0,1743.0,195000,104,9.81,0.29,306.64,210,Costa Rica,CRI
PORTUGAL vs URUGUAY | MUNDIAL de QATAR 2022 ⚽️ Resumen del partido,Infobae,UCvsU0EGXN7Su7MfNqcTGNHg,2022-11-28,CR,25,News & Politics,966396,7315.0,865.0,675000,10156,0.76,0.09,143.17,177,Costa Rica,CRI
Nintendo Direct: Super Mario Bros.: La Película – 29 de noviembre de 2022 (2.º tráiler),Nintendo España,UC7jT5YnTBAOf2JTRrCR0K6g,2022-11-29,CR,1,Film & Animation,281731,18650.0,0.0,652000,2729,6.62,0.0,43.21,2411,Costa Rica,CRI
[2022 MAMA] IVE&Kep1er&NMIXX&LESSERAFIM&NewJeans-ELEVEN+WADADA+O.O+FEARLESS+HypeBoy | Mnet 221129 방송,Mnet K-POP,UCbD8EppRX3ZwJSou-TVo90A,2022-11-29,CR,20,Gaming,4851819,273150.0,10330.0,20000000,29735,5.63,0.21,24.26,309,Costa Rica,CRI
[2022 MAMA] Stray Kids - a strange incident+VENOM(MAMA ver.)+I AM MANIAC+MANIAC | Mnet 221129 방송,Mnet K-POP,UCbD8EppRX3ZwJSou-TVo90A,2022-11-29,CR,20,Gaming,2474540,251252.0,11832.0,20000000,29735,10.15,0.48,12.37,561,Costa Rica,CRI
SOBREVIVIENDO con 1$ en QATAR por 30 DÍAS  -  DÍA 3,YOLO AVENTURAS,UCOnIJiQuk1fDSp6p1GCZy3A,2022-11-29,CR,24,Entertainment,1087869,38673.0,2185.0,20400000,1145,3.55,0.2,5.33,496,Costa Rica,CRI
SALOMÉ - Carlos Feria x Adrilatina (Official Video),Carlos Feria Music,UCj2NZE0qztCmMLWkbVZjQVg,2022-11-29,CR,10,Music,601377,81010.0,4626.0,476000,14,13.47,0.77,126.34,175,Costa Rica,CRI
ME ENFRENTO A BOXY BOO EN POPPY PLAYTIME CHAPTER 2 | PROJECT PLAYTIME VS POPPY PLAYTIME | JONDRES GC,Jondres Gc,UCEtD_nOAZeTzb5dcln-ljOA,2022-11-29,CR,24,Entertainment,527113,15983.0,1473.0,1110000,168,3.03,0.28,47.49,1042,Costa Rica,CRI
RESULTADOS y TABLA DE POSICIONES HOY Mundial QATAR 2022 Dia 10,DaniFut,UCfa8xQbAJPAqFcmAP9f-JBg,2022-11-29,CR,17,Sports,209636,4377.0,114.0,223000,1808,2.09,0.05,94.01,561,Costa Rica,CRI
La Forma En Que Me Miras,Super Yei - Topic,UCzjcoe1imbEiZQAA32csbQg,2022-11-17,CR,10,Music,2082880,21511.0,0.0,172000,13,1.03,0.0,1210.98,304,Costa Rica,CRI
"Billie Eilish: Same Interview, The Sixth Year | Vanity Fair",Vanity Fair,UCIsbLox_y9dCIMLd8tdC6qg,2022-11-28,CR,24,Entertainment,4653396,326577.0,12727.0,3910000,2554,7.02,0.27,119.01,1279,Costa Rica,CRI
Poniendo a prueba leyes extremistas de QATAR | ¿Son tan estrictos como dicen? 🇶🇦,Luisito Comunica,UCECJDeK0MNapZbpaOzxrUPA,2022-11-28,CR,24,Entertainment,3716659,138029.0,3937.0,39700000,1184,3.71,0.11,9.36,1235,Costa Rica,CRI
Metallica: Lux Æterna (Official Music Video),Metallica,UCbulh9WdLtEXiooRcYK7SWw,2022-11-28,CR,10,Music,5410733,292564.0,33250.0,9170000,1791,5.41,0.61,59.0,211,Costa Rica,CRI
FUIMOS A UNA BARBERÍA TURCA EN QATAR Y ESTE FUE EL RESULTADO 🤯,Más SKabeche,UC0n5Ihqix8mEqGsjygiJk6Q,2022-11-28,CR,24,Entertainment,550299,25868.0,514.0,12300000,674,4.7,0.09,4.47,820,Costa Rica,CRI
Si México Pierde Me Rapo,JDaniel,UCcrwHnSlK1pwESr6hknupIA,2022-11-29,CR,24,Entertainment,369062,15003.0,1639.0,2900000,397,4.07,0.44,12.73,742,Costa Rica,CRI
✅🔥 TABLA de POSICIONES y RESULTADOS ✅ FASE de GRUPOS Jornada 2 MUNDIAL QATAR 2022 ✅ TABLA GENERAL,FieraCrack,UC6nINsFcP_8ZtBjT-0MpFYg,2022-11-28,CR,17,Sports,492436,5004.0,129.0,152000,227,1.02,0.03,323.97,640,Costa Rica,CRI
Morat - Segundos Platos (Live Performance) | Vevo,MoratVEVO,UCncmmq2xV1002xNnx9_rDhw,2022-11-28,CR,10,Music,197147,23712.0,824.0,1690000,82,12.03,0.42,11.67,240,Costa Rica,CRI
Argentina vs. México (2-0) | Goles | Mundial Catar 2022,TVMAX PANAMÁ,UC1ESp-VpmbrmKHmQIu_NOMQ,2022-11-26,CR,17,Sports,3284161,43745.0,1117.0,50500,1335,1.33,0.03,6503.29,198,Costa Rica,CRI
El Último en Dejar el Tesla se lo Queda,MrBeast en Español,UCNAhW2oJvy_FUU082pEDspA,2022-11-27,CR,24,Entertainment,4102542,184420.0,5299.0,22900000,84,4.5,0.13,17.92,1101,Costa Rica,CRI
TOP: Los 7 partidos más violentos en la historia del fútbol,DrossRotzank,UCNYW2vfGrUE6R5mIJYzkRyQ,2022-11-27,CR,24,Entertainment,1429896,102082.0,6640.0,22700000,1530,7.14,0.46,6.3,1309,Costa Rica,CRI
Battlefield 2042 - 1 AÑO DESPUÉS,Merluso,UCZz-3Gzf2oXp1nQRDiSrYaw,2022-11-28,CR,20,Gaming,317047,32274.0,1104.0,444000,120,10.18,0.35,71.41,1012,Costa Rica,CRI
COSTA RICA vs JAPÓN | MUNDIAL de QATAR 2022 ⚽️ Resumen del partido,Infobae,UCvsU0EGXN7Su7MfNqcTGNHg,2022-11-27,CR,25,News & Politics,1043813,8045.0,902.0,675000,10156,0.77,0.09,154.64,167,Costa Rica,CRI
¿A QUE EDAD ME HUBIERA GUSTADO EMBARAZARME? 😱| Carol Castro,Carol Castro,UCMQzHR2-crnbcp0x8CLiYrg,2022-11-26,CR,22,People & Blogs,1300211,76117.0,6304.0,525000,15,5.85,0.48,247.66,823,Costa Rica,CRI
among us pero tenemos que poner 3 impostores porque sino no ganan ni de coña,Auron,UCFR2oaNj02WnXkOgLH0iqOA,2022-11-26,CR,20,Gaming,2181410,135272.0,1508.0,14000000,803,6.2,0.07,15.58,2128,Costa Rica,CRI
JS4E,Arcangel - Topic,UCVcAt8IIKIeubRSigcYXgtA,2022-11-21,CR,10,Music,1777083,57284.0,25.0,404000,455,3.22,0.0,439.87,238,Costa Rica,CRI
[슈취타] 슈가와 취하는 타임 TEASER,BANGTANTV,UCLkAepWjdylmXSltofFvsYQ,2022-11-28,CR,10,Music,1983886,474447.0,19831.0,72200000,1863,23.92,1.0,2.75,54,Costa Rica,CRI
"Romeo Santos, Chris Lebron - SIRI (Official Video)",RomeoSantosVEVO,UCNnwYefwrkVBAbMUzLpxbEQ,2022-11-23,CR,10,Music,3373052,103597.0,2594.0,8830000,207,3.07,0.08,38.2,171,Costa Rica,CRI
Lo mejor y lo peor de 2022 #4,Tri-line,UCJxv80y78XTCUqfiplmDyRw,2022-11-26,CR,24,Entertainment,734731,70542.0,1477.0,6680000,539,9.6,0.2,11.0,670,Costa Rica,CRI
FUI A 3 PARTIDOS DEL MUNDIAL EN 24 HORAS! *Fede en Qatar*,Fede Vigevani,UCoQm-PeHC-cbJclKJYJ8LzA,2022-11-27,CR,17,Sports,2994367,125606.0,8148.0,16900000,921,4.19,0.27,17.72,965,Costa Rica,CRI
POLONIA vs ARABIA SAUDITA | MUNDIAL de QATAR 2022 ⚽️ Resumen del partido,Infobae,UCvsU0EGXN7Su7MfNqcTGNHg,2022-11-26,CR,25,News & Politics,983223,5846.0,420.0,675000,10156,0.59,0.04,145.66,180,Costa Rica,CRI
OSORIO manda CONTUNDENTE MENSAJE a la FEDERACIÓN MEXICANA para el DESARROLLO | Futbol Picante,ESPN Deportes,UC08mnbiC4FykqpHqbEWgFcg,2022-11-27,CR,17,Sports,2202074,23158.0,7374.0,2780000,23001,1.05,0.33,79.21,818,Costa Rica,CRI
NOS TATUAMOS JUNTOS POR PRIMERA VEZ !!,YOLO AVENTURAS,UCOnIJiQuk1fDSp6p1GCZy3A,2022-11-26,CR,24,Entertainment,1025703,68978.0,3668.0,20400000,1145,6.72,0.36,5.03,566,Costa Rica,CRI
Project: Playtime - Official Gameplay Trailer,Mob Entertainment,UCXqV4yoyC_mmZye6VbKFPeQ,2022-11-25,CR,22,People & Blogs,3519167,127587.0,9134.0,1280000,48,3.63,0.26,274.93,62,Costa Rica,CRI
ARGENTINA vs MÉXICO ⚽,JuanSGuarnizo,UCdvyCPDTkkfd4MwqD7ZkGgg,2022-11-27,CR,24,Entertainment,1080431,82375.0,3143.0,6080000,201,7.62,0.29,17.77,952,Costa Rica,CRI
El día que rechacé UN MILLÓN de dólares,Luisito Comunica,UCECJDeK0MNapZbpaOzxrUPA,2022-11-24,CR,24,Entertainment,3726237,155956.0,4024.0,39700000,1184,4.19,0.11,9.39,793,Costa Rica,CRI
"La ""caída"" de Pokémon",Joseju,UCzDI_VuYb14FLu9f8uXOeSA,2022-11-25,CR,20,Gaming,316442,35875.0,1686.0,910000,224,11.34,0.53,34.77,626,Costa Rica,CRI
VOY A SER PAPÁ ❤️ MI FAMILIA REACCIONA / Cesar Pantoja y Carol Castro,Cesar Pantoja,UCB_P3w2BPH2ZMIO2JmxY6_w,2022-11-23,CR,22,People & Blogs,6002726,303659.0,9459.0,3820000,33,5.06,0.16,157.14,1316,Costa Rica,CRI
Buscando animales exóticos en el bosque de Costa Rica 🇨🇷🔭,Luisito Comunica,UCECJDeK0MNapZbpaOzxrUPA,2022-11-23,CR,24,Entertainment,1581140,56148.0,1869.0,39700000,1184,3.55,0.12,3.98,647,Costa Rica,CRI
Minecraft Manía - TODO es CIRCULAR!,Bobicraft,UCMQOumrt3C7fFRT8oBc436Q,2022-11-25,CR,20,Gaming,1081417,69975.0,2731.0,5130000,1543,6.47,0.25,21.08,686,Costa Rica,CRI
ESTOY EMBARAZADA!🤰🏼 Carol Castro y Cesar Pantoja,Carol Castro,UCMQzHR2-crnbcp0x8CLiYrg,2022-11-21,CR,22,People & Blogs,3678029,213249.0,9372.0,525000,15,5.8,0.25,700.58,1112,Costa Rica,CRI
among us pero con chat de voz de proximidad durante toda la partida,Auron,UCFR2oaNj02WnXkOgLH0iqOA,2022-11-24,CR,20,Gaming,2080174,140918.0,1445.0,14000000,803,6.77,0.07,14.86,1687,Costa Rica,CRI
3 Botanas para ver el Mundial | La Capital,La Capital,UCEwl20VxZ3AwOgiKMZtI1GQ,2022-11-21,CR,26,Howto & Style,2731015,131577.0,2548.0,9090000,313,4.82,0.09,30.04,733,Costa Rica,CRI
Onguito Wa - No Me Wa Dormir (Video Official) UltraHD 4K,Onguito Wa,UCTksTsQk5Uxgu-SdSG2riuA,2022-11-29,DO,10,Music,273749,25562.0,853.0,671000,28,9.34,0.31,40.8,134,Dominican Republic,DOM
ITZY “Cheshire” M/V @ITZY,JYP Entertainment,UCaO6TYtlC8U5ttz62hTrZgg,2022-11-30,DO,10,Music,3375142,537433.0,30971.0,26000000,1592,15.92,0.92,12.98,188,Dominican Republic,DOM
RM '들꽃놀이 (with 조유진)' Official Teaser,HYBE LABELS,UC3IZKseVpdzPSBaWxBxundA,2022-11-30,DO,10,Music,912032,402809.0,21415.0,69000000,1038,44.17,2.35,1.32,51,Dominican Republic,DOM
SOBREVIVIENDO con 1$ en QATAR por 30 DÍAS  -  DÍA 3,YOLO AVENTURAS,UCOnIJiQuk1fDSp6p1GCZy3A,2022-11-29,DO,24,Entertainment,1087869,38673.0,2185.0,20400000,1145,3.55,0.2,5.33,496,Dominican Republic,DOM
SOBREVIVÍ 100 DÍAS en POPPY'S PLAYTIME  en MINECRAFT HARDCORE!,MaxCraft Español,UCz1bbUNtuEjBlhxy-vUXpaA,2022-11-29,DO,22,People & Blogs,925617,33065.0,485.0,514000,16,3.57,0.05,180.08,2101,Dominican Republic,DOM
"Feid, Yandel - XQ Te Pones Así (Official Video)",FeidVEVO,UCRHZrsFKNop3EHMoWkgdccg,2022-11-30,DO,10,Music,597942,58647.0,1743.0,195000,104,9.81,0.29,306.64,210,Dominican Republic,DOM
[2022 MAMA] j-hope - MORE + Arson | Mnet 221130 방송,Mnet K-POP,UCbD8EppRX3ZwJSou-TVo90A,2022-11-30,DO,20,Gaming,1091101,221387.0,8964.0,20000000,29735,20.29,0.82,5.46,411,Dominican Republic,DOM
ME ENFRENTO A BOXY BOO EN POPPY PLAYTIME CHAPTER 2 | PROJECT PLAYTIME VS POPPY PLAYTIME | JONDRES GC,Jondres Gc,UCEtD_nOAZeTzb5dcln-ljOA,2022-11-29,DO,24,Entertainment,527113,15983.0,1473.0,1110000,168,3.03,0.28,47.49,1042,Dominican Republic,DOM
Super Mario Bros. La Película - Tráiler Oficial (Universal Pictures) HD,Universal Pictures México,UCuON8B3q1FMIOSE-0sbC_rQ,2022-11-29,DO,1,Film & Animation,990871,58195.0,0.0,1490000,238,5.87,0.0,66.5,134,Dominican Republic,DOM
SALOMÉ - Carlos Feria x Adrilatina (Official Video),Carlos Feria Music,UCj2NZE0qztCmMLWkbVZjQVg,2022-11-29,DO,10,Music,601377,81010.0,4626.0,476000,14,13.47,0.77,126.34,175,Dominican Republic,DOM
Paulo Londra - Ojalá (Official Video),Paulo Londra,UCzI7wZyqk7jpXWT_MILjepw,2022-11-29,DO,10,Music,821360,124104.0,4306.0,22100000,57,15.11,0.52,3.72,173,Dominican Republic,DOM
LOS COMPAS Y LA AVENTURA EN MINIATURA 😂 ¿PODREMOS SOBREVIVIR? con MIKECRACK Y TROLLINO,Timba Vk,UCp7wTrsCU7eICb5z69D3rwA,2022-11-28,DO,20,Gaming,743046,28419.0,736.0,12000000,911,3.82,0.1,6.19,974,Dominican Republic,DOM
Nintendo Direct: Super Mario Bros.: La Película – 29 de noviembre de 2022 (2.º tráiler),Nintendo España,UC7jT5YnTBAOf2JTRrCR0K6g,2022-11-29,DO,1,Film & Animation,281731,18650.0,0.0,652000,2729,6.62,0.0,43.21,2411,Dominican Republic,DOM
Angel Dior - Velocidad ( Video Oficial ) Dir AT Fimls,Angel Dior,UCQ7PQEf7uP2TdChXLWo41oA,2022-11-27,DO,10,Music,534096,40141.0,1169.0,364000,12,7.52,0.22,146.73,172,Dominican Republic,DOM
LA REVOLUCIÓN MEXICANA EN 19 MINUTOS | INFONIMADOS,Infonimados,UCE0edAKypUlvIpkMSv6Hd4w,2022-11-29,DO,27,Education,186613,15254.0,1915.0,491000,26,8.17,1.03,38.01,1145,Dominican Republic,DOM
"15 Hombres VS 15 Mujeres Por $15,000!!",El Show De Carlos Durán,UCUYFcGpnfyi2PfiZy8GSFbg,2022-11-28,DO,27,Education,410777,26741.0,1152.0,4980000,903,6.51,0.28,8.25,3259,Dominican Republic,DOM
Poniendo a prueba leyes extremistas de QATAR | ¿Son tan estrictos como dicen? 🇶🇦,Luisito Comunica,UCECJDeK0MNapZbpaOzxrUPA,2022-11-28,DO,24,Entertainment,3716659,138029.0,3937.0,39700000,1184,3.71,0.11,9.36,1235,Dominican Republic,DOM
Merlina | Escena del baile | Netflix,Netflix Latinoamérica,UC5ZiUaIJ2b5dYBYGf5iEUrA,2022-11-29,DO,24,Entertainment,423415,15706.0,560.0,10100000,4117,3.71,0.13,4.19,122,Dominican Republic,DOM
"Billie Eilish: Same Interview, The Sixth Year | Vanity Fair",Vanity Fair,UCIsbLox_y9dCIMLd8tdC6qg,2022-11-28,DO,24,Entertainment,4653396,326577.0,12727.0,3910000,2554,7.02,0.27,119.01,1279,Dominican Republic,DOM
¿Por qué se separó el TEAM QUEEN?  ¿TEAM QUEEN 2.0? - Reencuentro,Kika Nieto ,UC67qfftymkxZk_3aWOklaaA,2022-11-28,DO,26,Howto & Style,581413,38574.0,2595.0,7870000,408,6.63,0.45,7.39,3273,Dominican Republic,DOM
Battlefield 2042 - 1 AÑO DESPUÉS,Merluso,UCZz-3Gzf2oXp1nQRDiSrYaw,2022-11-28,DO,20,Gaming,317047,32274.0,1104.0,444000,120,10.18,0.35,71.41,1012,Dominican Republic,DOM
Tráiler oficial de El Señor de los Cielos 8 | Estreno 17 de enero | Telemundo,Telemundo,UCajrNVKvG2xVlVcSr3GcsDA,2022-11-26,DO,24,Entertainment,571580,19451.0,1048.0,13800000,18652,3.4,0.18,4.14,91,Dominican Republic,DOM
La Forma En Que Me Miras,Super Yei - Topic,UCzjcoe1imbEiZQAA32csbQg,2022-11-17,DO,10,Music,2082880,21511.0,0.0,172000,13,1.03,0.0,1210.98,304,Dominican Republic,DOM
El Último en Dejar el Tesla se lo Queda,MrBeast en Español,UCNAhW2oJvy_FUU082pEDspA,2022-11-27,DO,24,Entertainment,4102542,184420.0,5299.0,22900000,84,4.5,0.13,17.92,1101,Dominican Republic,DOM
Bulin 47 x Flow 28 - Po po po (Video Oficial),Bulin 47 Oficial,UC831klfrIJ29f4f9tyqmT0w,2022-11-23,DO,24,Entertainment,2912145,121438.0,3381.0,2190000,202,4.17,0.12,132.97,171,Dominican Republic,DOM
COMIENDO en el OXXO POR UNA SEMANA🌭  / LA DIVAZA,LA DIVAZA,UCY_37NEvihrX3Te637OTxOg,2022-11-25,DO,24,Entertainment,702707,45921.0,1387.0,10400000,182,6.53,0.2,6.76,2228,Dominican Republic,DOM
Argentina vs. México (2-0) | Goles | Mundial Catar 2022,TVMAX PANAMÁ,UC1ESp-VpmbrmKHmQIu_NOMQ,2022-11-26,DO,17,Sports,3284161,43745.0,1117.0,50500,1335,1.33,0.03,6503.29,198,Dominican Republic,DOM
Castigos de Padres a Hijos Antes y Ahora | Casi Creativo,Fred Lammie,UCrueQugJZKCPQUpnAb1LxIg,2022-11-26,DO,24,Entertainment,1444571,55497.0,1158.0,5160000,421,3.84,0.08,28.0,169,Dominican Republic,DOM
Bryant Myers - Fundota (Video Oficial),Bryant Myers,UCTHTB1_BGcac49N3527qQ9Q,2022-11-25,DO,10,Music,1514381,79906.0,2848.0,8260000,62,5.28,0.19,18.33,148,Dominican Republic,DOM
"Myke Towers , Daddy Yankee - ULALA",Myke Towers,UCLk8IJ1TwI7Xl7UUfAD8xPQ,2022-11-25,DO,10,Music,2760665,157328.0,3180.0,9550000,106,5.7,0.12,28.91,194,Dominican Republic,DOM
¡ESCONDITE EXTREMO de 1 PIXEL en MINECRAFT! 😂 El escondite en Minecraft con mods,ElTrollino,UCI2FmVp--YL8d7iVFt8mmxg,2022-11-24,DO,20,Gaming,1875211,75859.0,2405.0,18600000,1534,4.05,0.13,10.08,823,Dominican Republic,DOM
among us pero tenemos que poner 3 impostores porque sino no ganan ni de coña,Auron,UCFR2oaNj02WnXkOgLH0iqOA,2022-11-26,DO,20,Gaming,2181410,135272.0,1508.0,14000000,803,6.2,0.07,15.58,2128,Dominican Republic,DOM
NOS TATUAMOS JUNTOS POR PRIMERA VEZ !!,YOLO AVENTURAS,UCOnIJiQuk1fDSp6p1GCZy3A,2022-11-26,DO,24,Entertainment,1025703,68978.0,3668.0,20400000,1145,6.72,0.36,5.03,566,Dominican Republic,DOM
"Romeo Santos, Chris Lebron - SIRI (Official Video)",RomeoSantosVEVO,UCNnwYefwrkVBAbMUzLpxbEQ,2022-11-23,DO,10,Music,3373052,103597.0,2594.0,8830000,207,3.07,0.08,38.2,171,Dominican Republic,DOM
👧🏼🎂ASI CELEBRAMOS EL CUMPLEAÑOS #3 DE NUESTRA HIJA🎁✨ | Sofi Muñoz,sofi muñoz,UCHnL5HNtD7V_n0PEEQOIl-g,2022-11-25,DO,1,Film & Animation,861444,37657.0,1295.0,1670000,282,4.37,0.15,51.58,2540,Dominican Republic,DOM
Arcangel - JS4E (Video Oficial) | SR. SANTOS,Arcangel,UCu4bj03KW4CwAsYtHSwMEsQ,2022-11-22,DO,10,Music,12618333,443028.0,10600.0,10400000,164,3.51,0.08,121.33,252,Dominican Republic,DOM
Sofía le confiesa a Alejandro lo que Eduardo le hizo | Cabo 2/5 | C - 25,Las Estrellas,UCZGYvP6WnVWGM5F0QEAyoyg,2022-11-26,DO,24,Entertainment,513340,4801.0,175.0,7080000,43036,0.94,0.03,7.25,523,Dominican Republic,DOM
Alejandro busca reconciliarse con Sofía | Cabo 3/5 | C - 25,Las Estrellas,UCZGYvP6WnVWGM5F0QEAyoyg,2022-11-26,DO,24,Entertainment,452141,4663.0,221.0,7080000,43036,1.03,0.05,6.39,502,Dominican Republic,DOM
Cada SALTO se MULTIPLICA en GTA 5,Vista Gamer,UCMgqXTXjYNCAmyS9ci426Gg,2022-11-25,DO,20,Gaming,2428285,43517.0,1098.0,2040000,227,1.79,0.05,119.03,714,Dominican Republic,DOM
Sofía confronta a Rebeca por su traición | Cabo 4/5 | C - 25,Las Estrellas,UCZGYvP6WnVWGM5F0QEAyoyg,2022-11-26,DO,24,Entertainment,396155,3726.0,110.0,7080000,43036,0.94,0.03,5.6,510,Dominican Republic,DOM
¡CUIDADO con LA CARRERA MAS DIFICIL de GTA 5! 😂💥 ¡SILVIOGAMER GTA V con PANCRACIO y SOYDANY!,Silvio Gamer,UCCrA8ZN1J3S52wuF4vthZFQ,2022-11-26,DO,20,Gaming,1784121,120382.0,6315.0,4530000,632,6.75,0.35,39.38,1110,Dominican Republic,DOM
Vive el Coca-Cola Flow Fest en este Livestream | Coca-Cola,Coca-Cola,UCosXctaTYxN4YPIvI5Fpcrw,2022-11-15,DO,24,Entertainment,16822716,803.0,45.0,3780000,5453,0.0,0.0,445.05,11,Dominican Republic,DOM
"La ""caída"" de Pokémon",Joseju,UCzDI_VuYb14FLu9f8uXOeSA,2022-11-25,DO,20,Gaming,316442,35875.0,1686.0,910000,224,11.34,0.53,34.77,626,Dominican Republic,DOM
Hace un plan para darle celos a su ex pareja y pasa esto,Nany Flow,UCKK30qHz_QedLF2D3o6TZPw,2022-11-24,DO,24,Entertainment,270532,11746.0,322.0,906000,220,4.34,0.12,29.86,861,Dominican Republic,DOM
¡Minecraft PERO hay SUPER MANZANAS! 😯🍎🍏 SILVIOGAMER MINECRAFT PERO,Silvio Gamer,UCCrA8ZN1J3S52wuF4vthZFQ,2022-11-25,DO,20,Gaming,1989358,96919.0,6725.0,4530000,632,4.87,0.34,43.92,1736,Dominican Republic,DOM
FUI A 3 PARTIDOS DEL MUNDIAL EN 24 HORAS! *Fede en Qatar*,Fede Vigevani,UCoQm-PeHC-cbJclKJYJ8LzA,2022-11-27,DO,17,Sports,2994367,125606.0,8148.0,16900000,921,4.19,0.27,17.72,965,Dominican Republic,DOM
"El Alfa ""El Jefe"" - Ma Niga (Ft. YG, Almighty, Braulio Fogon, Dowba Montana) #SagitarioTheAlbum",ElAlfaElJefeTV,UCEU5ZK7DwN9ppqPFJiGah3A,2022-11-22,DO,10,Music,1353365,75453.0,4888.0,8530000,160,5.58,0.36,15.87,342,Dominican Republic,DOM
VOY A SER PAPÁ ❤️ MI FAMILIA REACCIONA / Cesar Pantoja y Carol Castro,Cesar Pantoja,UCB_P3w2BPH2ZMIO2JmxY6_w,2022-11-23,DO,22,People & Blogs,6002726,303659.0,9459.0,3820000,33,5.06,0.16,157.14,1316,Dominican Republic,DOM
"El Alfa ""El Jefe"" Ft. Principe Baru - Suenala #SagitarioTheAlbum",ElAlfaElJefeTV,UCEU5ZK7DwN9ppqPFJiGah3A,2022-11-22,DO,10,Music,2874355,67828.0,10169.0,8530000,160,2.36,0.35,33.7,188,Dominican Republic,DOM
among us pero con chat de voz de proximidad durante toda la partida,Auron,UCFR2oaNj02WnXkOgLH0iqOA,2022-11-24,DO,20,Gaming,2080174,140918.0,1445.0,14000000,803,6.77,0.07,14.86,1687,Dominican Republic,DOM
#ECUADOR perdió con #SENEGAL y quedó eliminado de #CATAR2022 | Ecuador 1-2 Senegal | Resumen,DSports,UCWSsHdxrwVLlOSdPJ44y9sw,2022-11-29,EC,17,Sports,1769417,12248.0,6409.0,272000,1659,0.69,0.36,650.52,180,Ecuador,ECU
RESUMEN ECUADOR 1-2 SENEGAL,Gol Mundial,UCWw6r_yGcl7fC0bShxOYhWg,2022-11-29,EC,17,Sports,1280084,10015.0,930.0,197000,2129,0.78,0.07,649.79,302,Ecuador,ECU
Paulo Londra - Ojalá (Official Video),Paulo Londra,UCzI7wZyqk7jpXWT_MILjepw,2022-11-29,EC,10,Music,821360,124104.0,4306.0,22100000,57,15.11,0.52,3.72,173,Ecuador,ECU
ECUADOR 1 - SENEGAL 2 | Reacción desde EL ESTADIO en QATAR a ECUADOR ELIMINADO *mundial 2022* ⚽️,Alaska,UC3VcdhLGeuUIOmj4eAu1xwQ,2022-11-29,EC,22,People & Blogs,275336,11419.0,2787.0,772000,204,4.15,1.01,35.67,1096,Ecuador,ECU
SOBREVIVIENDO con 1$ en QATAR por 30 DÍAS  -  DÍA 3,YOLO AVENTURAS,UCOnIJiQuk1fDSp6p1GCZy3A,2022-11-29,EC,24,Entertainment,1087869,38673.0,2185.0,20400000,1145,3.55,0.2,5.33,496,Ecuador,ECU
Los de #Alfaro no pudieron frente a #Senegal y se fueron en primera ronda #Qatar2022,Liberman Martin,UCEmEP2l0A6XLCGYGiToCKaQ,2022-11-29,EC,17,Sports,92865,3887.0,503.0,324000,533,4.19,0.54,28.66,667,Ecuador,ECU
"Feid, Yandel - XQ Te Pones Así (Official Video)",FeidVEVO,UCRHZrsFKNop3EHMoWkgdccg,2022-11-30,EC,10,Music,597942,58641.0,1743.0,195000,104,9.81,0.29,306.64,210,Ecuador,ECU
[2022 MAMA] j-hope - MORE + Arson | Mnet 221130 방송,Mnet K-POP,UCbD8EppRX3ZwJSou-TVo90A,2022-11-30,EC,20,Gaming,1091101,221364.0,8962.0,20000000,29735,20.29,0.82,5.46,411,Ecuador,ECU
¡#PORTUGAL venció a un #URUGUAY que quedó complicado y clasificó a octavos en #CATAR2022!,DSports,UCWSsHdxrwVLlOSdPJ44y9sw,2022-11-28,EC,17,Sports,2908282,22567.0,3514.0,272000,1659,0.78,0.12,1069.22,178,Ecuador,ECU
ITZY “Cheshire” M/V @ITZY,JYP Entertainment,UCaO6TYtlC8U5ttz62hTrZgg,2022-11-30,EC,10,Music,3375142,537433.0,30971.0,26000000,1592,15.92,0.92,12.98,188,Ecuador,ECU
"Desalojan migrantes en el Río Bravo, muchos son venezolanos",Voz de América,UCJ46VgZgCMLFUvOT671AOJw,2022-11-28,EC,25,News & Politics,350884,334.0,287.0,325000,27855,0.1,0.08,107.96,97,Ecuador,ECU
SALOMÉ - Carlos Feria x Adrilatina (Official Video),Carlos Feria Music,UCj2NZE0qztCmMLWkbVZjQVg,2022-11-29,EC,10,Music,601377,81007.0,4626.0,476000,14,13.47,0.77,126.34,175,Ecuador,ECU
SOBREVIVÍ 100 DÍAS en POPPY'S PLAYTIME  en MINECRAFT HARDCORE!,MaxCraft Español,UCz1bbUNtuEjBlhxy-vUXpaA,2022-11-29,EC,22,People & Blogs,925617,33065.0,485.0,514000,16,3.57,0.05,180.08,2101,Ecuador,ECU
