video_name,channel_name,channel_id,date,region_code,category_Id,category,view,like,comment,channel_subscribers,channel_videoCount,popularity_%,engagement_%,growth_%,duration(sec),country,country_code
Super Mario Bros. La Película - Tráiler Oficial (Universal Pictures) HD,Universal Pictures México,UCuON8B3q1FMIOSE-0sbC_rQ,2022-11-29,EC,1,Film & Animation,990871,58195.0,0.0,1490000,238,5.87,0.0,66.5,134,Ecuador,ECU
[2022 MAMA] Stray Kids - a strange incident+VENOM(MAMA ver.)+I AM MANIAC+MANIAC | Mnet 221129 방송,Mnet K-POP,UCbD8EppRX3ZwJSou-TVo90A,2022-11-29,EC,20,Gaming,2474540,251252.0,11832.0,20000000,29735,10.15,0.48,12.37,561,Ecuador,ECU
RESULTADOS y TABLA DE POSICIONES HOY Mundial QATAR 2022 Dia 10,DaniFut,UCfa8xQbAJPAqFcmAP9f-JBg,2022-11-29,EC,17,Sports,209636,4377.0,114.0,223000,1808,2.09,0.05,94.01,561,Ecuador,ECU
ME ENFRENTO A BOXY BOO EN POPPY PLAYTIME CHAPTER 2 | PROJECT PLAYTIME VS POPPY PLAYTIME | JONDRES GC,Jondres Gc,UCEtD_nOAZeTzb5dcln-ljOA,2022-11-29,EC,24,Entertainment,527113,15983.0,1473.0,1110000,168,3.03,0.28,47.49,1042,Ecuador,ECU
Poniendo a prueba leyes extremistas de QATAR | ¿Son tan estrictos como dicen? 🇶🇦,Luisito Comunica,UCECJDeK0MNapZbpaOzxrUPA,2022-11-28,EC,24,Entertainment,3716659,138029.0,3937.0,39700000,1184,3.71,0.11,9.36,1235,Ecuador,ECU
[2022 MAMA] IVE&Kep1er&NMIXX&LESSERAFIM&NewJeans-ELEVEN+WADADA+O.O+FEARLESS+HypeBoy | Mnet 221129 방송,Mnet K-POP,UCbD8EppRX3ZwJSou-TVo90A,2022-11-29,EC,20,Gaming,4851819,273150.0,10330.0,20000000,29735,5.63,0.21,24.26,309,Ecuador,ECU
PORTUGAL 2 - URUGUAY 0 | Reacción de HINCHA URUGUAYA desde el ESTADIO EN QATAR *mundial 2022*,Alaska,UC3VcdhLGeuUIOmj4eAu1xwQ,2022-11-29,EC,22,People & Blogs,514026,28031.0,7933.0,772000,204,5.45,1.54,66.58,1406,Ecuador,ECU
Merlina | Escena del baile | Netflix,Netflix Latinoamérica,UC5ZiUaIJ2b5dYBYGf5iEUrA,2022-11-29,EC,24,Entertainment,423415,15706.0,560.0,10100000,4117,3.71,0.13,4.19,122,Ecuador,ECU
¿Por qué se separó el TEAM QUEEN?  ¿TEAM QUEEN 2.0? - Reencuentro,Kika Nieto ,UC67qfftymkxZk_3aWOklaaA,2022-11-28,EC,26,Howto & Style,581413,38574.0,2595.0,7870000,408,6.63,0.45,7.39,3273,Ecuador,ECU
¡#ESTADOSUNIDOS le ganó a #IRÁN el pase a octavos de final de #CATAR2022! | Irán 0-1 Estados Unidos,DSports,UCWSsHdxrwVLlOSdPJ44y9sw,2022-11-29,EC,17,Sports,599254,4679.0,592.0,272000,1659,0.78,0.1,220.31,180,Ecuador,ECU
LOS COMPAS Y LA AVENTURA EN MINIATURA 😂 ¿PODREMOS SOBREVIVIR? con MIKECRACK Y TROLLINO,Timba Vk,UCp7wTrsCU7eICb5z69D3rwA,2022-11-28,EC,20,Gaming,743046,28419.0,736.0,12000000,911,3.82,0.1,6.19,974,Ecuador,ECU
✅🔥 TABLA de POSICIONES y RESULTADOS ✅ FASE de GRUPOS Jornada 2 MUNDIAL QATAR 2022 ✅ TABLA GENERAL,FieraCrack,UC6nINsFcP_8ZtBjT-0MpFYg,2022-11-28,EC,17,Sports,492436,5004.0,129.0,152000,227,1.02,0.03,323.97,640,Ecuador,ECU
Nintendo Direct: Super Mario Bros.: La Película – 29 de noviembre de 2022 (2.º tráiler),Nintendo España,UC7jT5YnTBAOf2JTRrCR0K6g,2022-11-29,EC,1,Film & Animation,281731,18650.0,0.0,652000,2729,6.62,0.0,43.21,2411,Ecuador,ECU
El baile de Wednesday Addams y sus referencias ocultas: aciertos y errores de la serie de Netflix,Muy Pop,UCOJHQkSavGBhQq6nDGxIwhw,2022-11-29,EC,24,Entertainment,208565,5453.0,427.0,27500,86,2.61,0.2,758.42,592,Ecuador,ECU
LA REVOLUCIÓN MEXICANA EN 19 MINUTOS | INFONIMADOS,Infonimados,UCE0edAKypUlvIpkMSv6Hd4w,2022-11-29,EC,27,Education,186613,15254.0,1915.0,491000,26,8.17,1.03,38.01,1145,Ecuador,ECU
La MEJOR TIENDA de TortillaLand,SpreenDMC,UC4DLCrt55UwaDvAswIr_59A,2022-11-29,EC,20,Gaming,663224,51746.0,1385.0,3080000,424,7.8,0.21,21.53,903,Ecuador,ECU
COMPLETO el ÁLBUM VIRTUAL DORADO al 100% #1 | ÁLBUM de FIGURITAS QATAR 2022,Dr Igo,UCbI3IpFAKEDjqIhkX8MremQ,2022-11-29,EC,20,Gaming,304050,5561.0,321.0,484000,379,1.83,0.11,62.82,1229,Ecuador,ECU
Run BTS! 2022 Special Episode - 'RUN BTS TV' On-air Part 2,BANGTANTV,UCLkAepWjdylmXSltofFvsYQ,2022-11-29,EC,10,Music,3570244,330338.0,9726.0,72200000,1863,9.25,0.27,4.94,2341,Ecuador,ECU
"Canarias, las islas tricontinentales",Un Mundo Inmenso,UCdwdFOhBP9CoAOlHDTmTxaw,2022-11-29,EC,19,Travel & Events,153082,14759.0,884.0,1440000,155,9.64,0.58,10.63,624,Ecuador,ECU
Morat - Segundos Platos (Live Performance) | Vevo,MoratVEVO,UCncmmq2xV1002xNnx9_rDhw,2022-11-28,EC,10,Music,197147,23712.0,824.0,1690000,82,12.03,0.42,11.67,240,Ecuador,ECU
SOBREVIVIENDO con 1$ en QATAR por 30 DÍAS - DÍA 2,YOLO AVENTURAS,UCOnIJiQuk1fDSp6p1GCZy3A,2022-11-29,EC,24,Entertainment,1167718,73925.0,1775.0,20400000,1145,6.33,0.15,5.72,639,Ecuador,ECU
"Doblajes, traducciones, adaptaciones, transcripciones, interpretaciones, versiones,",Joseju,UCzDI_VuYb14FLu9f8uXOeSA,2022-11-29,EC,20,Gaming,211579,29264.0,1283.0,910000,224,13.83,0.61,23.25,762,Ecuador,ECU
Metallica: Lux Æterna (Official Music Video),Metallica,UCbulh9WdLtEXiooRcYK7SWw,2022-11-28,EC,10,Music,5410733,292564.0,33250.0,9170000,1791,5.41,0.61,59.0,211,Ecuador,ECU
¡Minecraft PERO es 1 BLOQUE de PLANETA TIERRA! 😯🌎🚀 SILVIOGAMER MINECRAFT PERO,Silvio Gamer,UCCrA8ZN1J3S52wuF4vthZFQ,2022-11-28,EC,20,Gaming,2065123,97386.0,7275.0,4530000,632,4.72,0.35,45.59,1395,Ecuador,ECU
¿Por qué Hay Animales Dando Vueltas en Círculos?,El Robot de Platón,UCaVPhFg-Ax873wvhbNitsrQ,2022-11-28,EC,28,Science & Technology,429506,36539.0,1580.0,2560000,566,8.51,0.37,16.78,579,Ecuador,ECU
"Billie Eilish: Same Interview, The Sixth Year | Vanity Fair",Vanity Fair,UCIsbLox_y9dCIMLd8tdC6qg,2022-11-28,EC,24,Entertainment,4653396,326577.0,12727.0,3910000,2554,7.02,0.27,119.01,1279,Ecuador,ECU
La Forma En Que Me Miras,Super Yei - Topic,UCzjcoe1imbEiZQAA32csbQg,2022-11-17,EC,10,Music,2082880,21511.0,0.0,172000,13,1.03,0.0,1210.98,304,Ecuador,ECU
Robleis - Fugitivo (Official Lyric Video),Robleis Music,UCo27B6-j-cuAiBb9nd2d0iQ,2022-11-28,EC,10,Music,194621,38041.0,2582.0,1870000,20,19.55,1.33,10.41,163,Ecuador,ECU
ANÉCDOTAS CON MI HIJO BENJAMÍN,Sergio Agüero Oficial,UCMl6IV2MR5W2gg4qHYAqcoQ,2022-11-28,EC,24,Entertainment,841712,29825.0,867.0,3660000,188,3.54,0.1,23.0,832,Ecuador,ECU
Battlefield 2042 - 1 AÑO DESPUÉS,Merluso,UCZz-3Gzf2oXp1nQRDiSrYaw,2022-11-28,EC,20,Gaming,317047,32274.0,1104.0,444000,120,10.18,0.35,71.41,1012,Ecuador,ECU
Si México Pierde Me Rapo,JDaniel,UCcrwHnSlK1pwESr6hknupIA,2022-11-29,EC,24,Entertainment,369062,15003.0,1639.0,2900000,397,4.07,0.44,12.73,742,Ecuador,ECU
TRIUNFAZO DE GHANA ANTE COREA DEL SUR 3 A 2 - MUNDIAL QATAR 2022 - POR SECTA DEPORTIVA,La Secta Deportiva,UCBPasXWxj1DYJLqZktw_UWg,2022-11-28,EC,17,Sports,346429,3935.0,49.0,1090000,3571,1.14,0.01,31.78,17583,Ecuador,ECU
⚪ SOBREVIVÍ 100 Días SIENDO PEQUEÑO en Minecraft HARDCORE,Fir,UCVJwdZIJPLzD4EvNaJQUJMg,2022-11-28,EC,24,Entertainment,143854,8996.0,486.0,1890000,95,6.25,0.34,7.61,1157,Ecuador,ECU
El Último en Dejar el Tesla se lo Queda,MrBeast en Español,UCNAhW2oJvy_FUU082pEDspA,2022-11-27,EC,24,Entertainment,4102542,184420.0,5299.0,22900000,84,4.5,0.13,17.92,1101,Ecuador,ECU
COMIENDO en el OXXO POR UNA SEMANA🌭  / LA DIVAZA,LA DIVAZA,UCY_37NEvihrX3Te637OTxOg,2022-11-25,EC,24,Entertainment,702707,45921.0,1387.0,10400000,182,6.53,0.2,6.76,2228,Ecuador,ECU
SOBREVIVIENDO con 1$ en QATAR por 30 DÍAS - DÍA 1,YOLO AVENTURAS,UCOnIJiQuk1fDSp6p1GCZy3A,2022-11-27,EC,24,Entertainment,1690350,97710.0,2256.0,20400000,1145,5.78,0.13,8.29,669,Ecuador,ECU
¿A QUE EDAD ME HUBIERA GUSTADO EMBARAZARME? 😱| Carol Castro,Carol Castro,UCMQzHR2-crnbcp0x8CLiYrg,2022-11-26,EC,22,People & Blogs,1300211,76117.0,6304.0,525000,15,5.85,0.48,247.66,823,Ecuador,ECU
kappah...,RickyEdit,UCVUhIjFt6RaMYpjjEseoDaA,2022-11-29,ES,24,Entertainment,243288,18165.0,456.0,1400000,463,7.47,0.19,17.38,1273,Spain,ESP
SUPER MARIO BROS. LA PELÍCULA – Tráiler Oficial (Universal Pictures) HD,Universal Spain,UC6Raldd8iIExwu5BNS_hzvw,2022-11-29,ES,1,Film & Animation,172119,8391.0,0.0,790000,4418,4.88,0.0,21.79,134,Spain,ESP
RESUMEN PORTUGAL 2-0 URUGUAY,Gol Mundial,UCWw6r_yGcl7fC0bShxOYhWg,2022-11-28,ES,17,Sports,382269,4536.0,410.0,197000,2129,1.19,0.11,194.05,301,Spain,ESP
RESUMEN ECUADOR 1-2 SENEGAL,Gol Mundial,UCWw6r_yGcl7fC0bShxOYhWg,2022-11-29,ES,17,Sports,1280084,10015.0,930.0,197000,2129,0.78,0.07,649.79,302,Spain,ESP
"""HAS SIDO UNA ABSOLUTA DECEPCIÓN"": Jordi no entiende la actitud de Patricia | MasterChef Celebrity 7",MasterChef España,UCjsuIwGVcbyMU60tqrOXVVQ,2022-11-29,ES,24,Entertainment,111034,448.0,165.0,829000,3037,0.4,0.15,13.39,162,Spain,ESP
Tu compañero que no la pasa⚽️  #shorts #viral,Jonata 26,UCsTqkTJj8LB32pdNiyepFUQ,2022-11-29,ES,20,Gaming,429162,54647.0,87.0,989000,351,12.73,0.02,43.39,47,Spain,ESP
"Pablo Alborán, Ana Mena - Ave de paso  (Visualizer Oficial)",Pablo Alborán,UCf3L_9odIRo9G2L_-hsb7lg,2022-11-30,ES,10,Music,99241,8376.0,279.0,5810000,226,8.44,0.28,1.71,223,Spain,ESP
Nintendo Direct: Super Mario Bros.: La Película – 29 de noviembre de 2022 (2.º tráiler),Nintendo España,UC7jT5YnTBAOf2JTRrCR0K6g,2022-11-29,ES,1,Film & Animation,281731,18650.0,0.0,652000,2729,6.62,0.0,43.21,2411,Spain,ESP
"CAMPEONES DEL MUNDIAL DE YOUTUBERS ""STREAM WORLD CHAMPIONSHIP"" - TheGrefg",TheGrefg,UCCEmjNPpJYhGDgaEqeeA4HA,2022-11-29,ES,24,Entertainment,466680,33444.0,758.0,17700000,3394,7.17,0.16,2.64,1887,Spain,ESP
Poniendo a prueba leyes extremistas de QATAR | ¿Son tan estrictos como dicen? 🇶🇦,Luisito Comunica,UCECJDeK0MNapZbpaOzxrUPA,2022-11-28,ES,24,Entertainment,3716659,138029.0,3937.0,39700000,1184,3.71,0.11,9.36,1235,Spain,ESP
ITZY “Cheshire” M/V @ITZY,JYP Entertainment,UCaO6TYtlC8U5ttz62hTrZgg,2022-11-30,ES,10,Music,3375142,537433.0,30971.0,26000000,1592,15.92,0.92,12.98,188,Spain,ESP
Who's ready for some magic? @FIFA #ShortsFIFAWorldCup,YouTube,UCBR8-60-B28hp2BmDPdntcQ,2022-11-11,ES,22,People & Blogs,4152113,126196.0,0.0,34400000,594,3.04,0.0,12.07,16,Spain,ESP
ADIVINA quien PAGA IMPUESTOS en España | Ac2ality,Ac2ality,UChgFx1rj1_XCuputSpSSeDA,2022-11-23,ES,25,News & Politics,852487,66538.0,1470.0,80200,563,7.81,0.17,1062.95,51,Spain,ESP
Solomillo relleno de navidad,Anna recetasfaciles,UCVf-uzV0XR-3DLtRs1sg6Og,2022-11-29,ES,22,People & Blogs,73947,4808.0,99.0,4430000,798,6.5,0.13,1.67,742,Spain,ESP
Sesión Plenaria (30/11/2022),Congreso de los Diputados - Canal Parlamento,UCT3tvU3bVxOa3ZiVD-B7h9g,2022-11-30,ES,25,News & Politics,27234,268.0,0.0,64400,2892,0.98,0.0,42.29,26861,Spain,ESP
Metallica: Lux Æterna (Official Music Video),Metallica,UCbulh9WdLtEXiooRcYK7SWw,2022-11-28,ES,10,Music,5410733,292564.0,33250.0,9170000,1791,5.41,0.61,59.0,211,Spain,ESP
[2022 MAMA] Stray Kids - a strange incident+VENOM(MAMA ver.)+I AM MANIAC+MANIAC | Mnet 221129 방송,Mnet K-POP,UCbD8EppRX3ZwJSou-TVo90A,2022-11-29,ES,20,Gaming,2474540,251256.0,11832.0,20000000,29735,10.15,0.48,12.37,561,Spain,ESP
¿CUANTO CUESTA INVITAR A COMER A ESTTIK A UN RTESTAURANTE DE LUJO?,Salva,UCSmTKsZ0FfIND325ICTbxSA,2022-11-24,ES,24,Entertainment,297491,38214.0,81.0,5560000,526,12.85,0.03,5.35,60,Spain,ESP
"Feid, Yandel - XQ Te Pones Así (Official Video)",FeidVEVO,UCRHZrsFKNop3EHMoWkgdccg,2022-11-30,ES,10,Music,597942,58647.0,1743.0,195000,104,9.81,0.29,306.64,210,Spain,ESP
HICE QUE LA HERMANA Y LA HIJA DE ARTA VUELVAN A SER AMIGAS!,NAKAR YT,UC4FEzi4GiOriZQwLEnxKJtg,2022-11-28,ES,24,Entertainment,336873,12246.0,685.0,466000,358,3.64,0.2,72.29,703,Spain,ESP
SOY UN PEZ #3,UVESITOO,UCAZFqjcuUv_Ew_iEZ8r-kQg,2022-11-29,ES,20,Gaming,108966,5392.0,268.0,546000,155,4.95,0.25,19.96,2269,Spain,ESP
(Replay) GNP Mexico Premier Padel Major: Grand Stand 🇪🇸 (November 29th),Premier Padel,UC2yoPgRSwOTGgZvQiFUgaoQ,2022-11-30,ES,17,Sports,87628,386.0,1.0,126000,233,0.44,0.0,69.55,29531,Spain,ESP
Black Adam | #TeLoResumo,Te lo resumo,UCw7Bz6EHxlnOoBUBlJZCWCw,2022-11-29,ES,1,Film & Animation,412690,46080.0,1413.0,7010000,603,11.17,0.34,5.89,560,Spain,ESP
SUPER MARIO BROS La Película Tráiler Español 2 (2023),SensaCine TRAILERS,UCcVNDl7ZJMf9lC9a34CY4RA,2022-11-29,ES,1,Film & Animation,74515,3537.0,233.0,1860000,2071,4.75,0.31,4.01,148,Spain,ESP
We Made 3D Body Painting! #Shorts,Wood Mood,UCO5gl04EhuLl4d6HZMQdg0A,2022-11-26,ES,26,Howto & Style,2797605,65087.0,288.0,4020000,529,2.33,0.01,69.59,59,Spain,ESP
"El Alfa ""El Jefe"" Ft. Angel Dior- Un Selfie Con 3 Millones",ElAlfaElJefeTV,UCEU5ZK7DwN9ppqPFJiGah3A,2022-11-29,ES,10,Music,578785,65293.0,4026.0,8530000,160,11.28,0.7,6.79,188,Spain,ESP
Paulo Londra - Ojalá (Official Video),Paulo Londra,UCzI7wZyqk7jpXWT_MILjepw,2022-11-29,ES,10,Music,821360,124104.0,4306.0,22100000,57,15.11,0.52,3.72,173,Spain,ESP
El mensaje TAN INCREÍBLE que esconde el postre de Lorena Castell | MasterChef Celebrity 7,MasterChef España,UCjsuIwGVcbyMU60tqrOXVVQ,2022-11-29,ES,24,Entertainment,52996,877.0,48.0,829000,3037,1.65,0.09,6.39,380,Spain,ESP
(Replay) GNP Mexico Premier Padel Major: GNP Stadium 🇪🇸 (November 29th),Premier Padel,UC2yoPgRSwOTGgZvQiFUgaoQ,2022-11-30,ES,17,Sports,51643,267.0,0.0,126000,233,0.52,0.0,40.99,22008,Spain,ESP
Directo del Gales 0-3 Inglaterra en Tiempo de Juego COPE,Tiempo de Juego COPE,UCMHb51gmuIuP8dVpsHr-uEw,2022-11-29,ES,17,Sports,72435,650.0,2.0,447000,1415,0.9,0.0,16.2,29597,Spain,ESP
"Doblajes, traducciones, adaptaciones, transcripciones, interpretaciones, versiones,",Joseju,UCzDI_VuYb14FLu9f8uXOeSA,2022-11-29,ES,20,Gaming,211579,29264.0,1283.0,910000,224,13.83,0.61,23.25,762,Spain,ESP
ECUADOR ELIMINADO - PERDIÓ CON SENEGAL 2 A 1 QUE PASÓ A OCTAVOS - MUNDIAL QATAR 2022 - POR SECTA,La Secta Deportiva,UCBPasXWxj1DYJLqZktw_UWg,2022-11-29,ES,17,Sports,1292710,13998.0,146.0,1090000,3571,1.08,0.01,118.6,28104,Spain,ESP
SIERRA CINTA PARA MADERA MUY POTENTE Y DE POCO TAMAÑO,EFE UNO JOAQUIN,UCzqN31xLdJ8Q323sHihcd9w,2022-11-29,ES,24,Entertainment,37048,4782.0,3027.0,1210000,555,12.91,8.17,3.06,506,Spain,ESP
RESPUESTA de JuanjoVlog a Marta Riesco y el escándalo a Olga Moreno,CadenaJuanjoVlog,UCJkNJuaoE-e7jFYKD1ErCRQ,2022-11-29,ES,22,People & Blogs,65006,6774.0,281.0,490000,5940,10.42,0.43,13.27,7585,Spain,ESP
PUEDO DECIDIR QUIEN GANA EN EL MUNDIAL (España) 🇪🇸⚽️ | Fabru Blacutt,Fabru Blacutt,UCTyMSsycWpY1bQxeyF3ywUw,2022-11-27,ES,23,Comedy,965800,101722.0,13262.0,5950000,248,10.53,1.37,16.23,54,Spain,ESP
"CUANTO DINERO VALE TU OUTFIT? Chaqueta Louis Vuitton 8,000€, Rolex de 14,000€ y Nike Vlone de 9000€",byCaLiTos,UC_Lf7MoUe_2-xqyV3O9vD1A,2022-11-29,ES,24,Entertainment,81599,5399.0,139.0,819000,411,6.62,0.17,9.96,963,Spain,ESP
Jaja Vankova's robot and animation freestyle dance round at Summer Dance Forever,JAJAvankova,UCwvJ3j-Oq6ehJ3R-vUBQJ1A,2022-11-07,ES,24,Entertainment,1961378,54244.0,637.0,212000,143,2.77,0.03,925.18,58,Spain,ESP
Manuel Turizo - La Bachata (Letra/Lyrics),Evolve,UC0-cGia5gxo2e-6CInXj7PQ,2022-11-27,ES,10,Music,353685,3027.0,127.0,780000,901,0.86,0.04,45.34,163,Spain,ESP
¡El que haga la CHILENA más cool GANA! ⚽️🏆,Más SKabeche,UC0n5Ihqix8mEqGsjygiJk6Q,2022-11-28,ES,24,Entertainment,889842,58962.0,152.0,12300000,674,6.63,0.02,7.23,50,Spain,ESP
Fran y Nico - Que Te Agache ( VIDEO OFICIAL ),Fran y Nico,UC7s-1l9Y4b7sb4dO9dPs6XA,2022-11-28,ES,10,Music,52711,2334.0,139.0,61100,3,4.43,0.26,86.27,125,Spain,ESP
LOS COMPAS Y LA AVENTURA EN MINIATURA 😂 ¿PODREMOS SOBREVIVIR? con MIKECRACK Y TROLLINO,Timba Vk,UCp7wTrsCU7eICb5z69D3rwA,2022-11-28,ES,20,Gaming,743046,28419.0,736.0,12000000,911,3.82,0.1,6.19,974,Spain,ESP
[2022 MAMA] IVE&Kep1er&NMIXX&LESSERAFIM&NewJeans-ELEVEN+WADADA+O.O+FEARLESS+HypeBoy | Mnet 221129 방송,Mnet K-POP,UCbD8EppRX3ZwJSou-TVo90A,2022-11-29,ES,20,Gaming,4851819,273150.0,10330.0,20000000,29735,5.63,0.21,24.26,309,Spain,ESP
FORMAS PARADOJA DE POKÉMON QUE DEBEN EXISTIR (PARTE 4),isHierro,UCuXDg9FFaB6GUlUzlH1_eIw,2022-11-29,ES,20,Gaming,101771,11266.0,58.0,173000,572,11.07,0.06,58.83,23,Spain,ESP
SUBWAY SURFERS 3 #shorts,Natan por Aí,UCjaxmdb_gTWbz9XF5rzvgGg,2022-11-21,ES,24,Entertainment,12282873,273591.0,156.0,6690000,969,2.23,0.0,183.6,49,Spain,ESP
"Billie Eilish: Same Interview, The Sixth Year | Vanity Fair",Vanity Fair,UCIsbLox_y9dCIMLd8tdC6qg,2022-11-28,ES,24,Entertainment,4653396,326577.0,12727.0,3910000,2554,7.02,0.27,119.01,1279,Spain,ESP
The Super Mario Bros. Movie Direct – 11.29.2022 (Second Trailer),Nintendo of America,UCGIY_O-8vW4rfX98KlMkvRg,2022-11-29,ES,1,Film & Animation,2650971,142775.0,11495.0,8760000,6043,5.39,0.43,30.26,327,Spain,ESP
ANÉCDOTAS CON MI HIJO BENJAMÍN,Sergio Agüero Oficial,UCMl6IV2MR5W2gg4qHYAqcoQ,2022-11-28,ES,24,Entertainment,841712,29825.0,867.0,3660000,188,3.54,0.1,23.0,832,Spain,ESP
Juancho Marqués - tú que ves en mí (Videoclip Oficial),Juancho Marqués,UCUR593O2Qu3PIpvjOkz79nw,2022-11-29,ES,10,Music,18771,1871.0,98.0,70000,6,9.97,0.52,26.82,183,Spain,ESP
Golden Makes Friends With His Neighbor On The Opposite Balcony | The Dodo,The Dodo,UCINb0wqPz-A0dV9nARjJlOQ,2022-11-17,ES,15,Pets & Animals,10997250,889617.0,14604.0,12600000,7245,8.09,0.13,87.28,61,Spain,ESP
i'll dance dance dance with my hands hands hands || Lady Gaga - Bloody Mary (sub. español),Marinosaurio,UCaaWpb0sOBYVpIAWsgawatw,2022-11-28,ES,20,Gaming,497775,22706.0,185.0,1960000,246,4.56,0.04,25.4,198,Spain,ESP
RM '들꽃놀이 (with 조유진)' Official Teaser,HYBE LABELS,UC3IZKseVpdzPSBaWxBxundA,2022-11-30,GT,10,Music,912032,402834.0,21492.0,69000000,1038,44.17,2.36,1.32,51,Guatemala,GTM
[2022 MAMA] j-hope - MORE + Arson | Mnet 221130 방송,Mnet K-POP,UCbD8EppRX3ZwJSou-TVo90A,2022-11-30,GT,20,Gaming,1091101,221387.0,8964.0,20000000,29735,20.29,0.82,5.46,411,Guatemala,GTM
Super Mario Bros. La Película - Tráiler Oficial (Universal Pictures) HD,Universal Pictures México,UCuON8B3q1FMIOSE-0sbC_rQ,2022-11-29,GT,1,Film & Animation,990871,58196.0,0.0,1490000,238,5.87,0.0,66.5,134,Guatemala,GTM
Paulo Londra - Ojalá (Official Video),Paulo Londra,UCzI7wZyqk7jpXWT_MILjepw,2022-11-29,GT,10,Music,821360,124107.0,4306.0,22100000,57,15.11,0.52,3.72,173,Guatemala,GTM
SOBREVIVÍ 100 DÍAS en POPPY'S PLAYTIME  en MINECRAFT HARDCORE!,MaxCraft Español,UCz1bbUNtuEjBlhxy-vUXpaA,2022-11-29,GT,22,People & Blogs,925617,33065.0,485.0,514000,16,3.57,0.05,180.08,2101,Guatemala,GTM
SALOMÉ - Carlos Feria x Adrilatina (Official Video),Carlos Feria Music,UCj2NZE0qztCmMLWkbVZjQVg,2022-11-29,GT,10,Music,601377,81010.0,4626.0,476000,14,13.47,0.77,126.34,175,Guatemala,GTM
PORTUGAL vs URUGUAY | MUNDIAL de QATAR 2022 ⚽️ Resumen del partido,Infobae,UCvsU0EGXN7Su7MfNqcTGNHg,2022-11-28,GT,25,News & Politics,966396,7315.0,865.0,675000,10156,0.76,0.09,143.17,177,Guatemala,GTM
ITZY “Cheshire” M/V @ITZY,JYP Entertainment,UCaO6TYtlC8U5ttz62hTrZgg,2022-11-30,GT,10,Music,3375142,537433.0,30971.0,26000000,1592,15.92,0.92,12.98,188,Guatemala,GTM
Nintendo Direct: Super Mario Bros.: La Película – 29 de noviembre de 2022 (2.º tráiler),Nintendo España,UC7jT5YnTBAOf2JTRrCR0K6g,2022-11-29,GT,1,Film & Animation,281731,18650.0,0.0,652000,2729,6.62,0.0,43.21,2411,Guatemala,GTM
"Feid, Yandel - XQ Te Pones Así (Official Video)",FeidVEVO,UCRHZrsFKNop3EHMoWkgdccg,2022-11-30,GT,10,Music,597942,58647.0,1743.0,195000,104,9.81,0.29,306.64,210,Guatemala,GTM
ME ENFRENTO A BOXY BOO EN POPPY PLAYTIME CHAPTER 2 | PROJECT PLAYTIME VS POPPY PLAYTIME | JONDRES GC,Jondres Gc,UCEtD_nOAZeTzb5dcln-ljOA,2022-11-29,GT,24,Entertainment,527113,15983.0,1473.0,1110000,168,3.03,0.28,47.49,1042,Guatemala,GTM
RESULTADOS y TABLA DE POSICIONES HOY Mundial QATAR 2022 Dia 10,DaniFut,UCfa8xQbAJPAqFcmAP9f-JBg,2022-11-29,GT,17,Sports,209636,4377.0,114.0,223000,1808,2.09,0.05,94.01,561,Guatemala,GTM
"LA MÁS DRAGA 5 - Capítulo 10 ""LA MÁS ...""",LA MÁS DRAGA OFICIAL,UCqwOmKcXJSQpGOrGAW7ircw,2022-11-30,GT,24,Entertainment,396688,14893.0,2531.0,443000,213,3.75,0.64,89.55,5386,Guatemala,GTM
[2022 MAMA] Stray Kids - a strange incident+VENOM(MAMA ver.)+I AM MANIAC+MANIAC | Mnet 221129 방송,Mnet K-POP,UCbD8EppRX3ZwJSou-TVo90A,2022-11-29,GT,20,Gaming,2474540,251256.0,11832.0,20000000,29735,10.15,0.48,12.37,561,Guatemala,GTM
SOBREVIVIENDO con 1$ en QATAR por 30 DÍAS  -  DÍA 3,YOLO AVENTURAS,UCOnIJiQuk1fDSp6p1GCZy3A,2022-11-29,GT,24,Entertainment,1087869,38673.0,2185.0,20400000,1145,3.55,0.2,5.33,496,Guatemala,GTM
¿Por qué se separó el TEAM QUEEN?  ¿TEAM QUEEN 2.0? - Reencuentro,Kika Nieto ,UC67qfftymkxZk_3aWOklaaA,2022-11-28,GT,26,Howto & Style,581413,38574.0,2595.0,7870000,408,6.63,0.45,7.39,3273,Guatemala,GTM
Merlina | Escena del baile | Netflix,Netflix Latinoamérica,UC5ZiUaIJ2b5dYBYGf5iEUrA,2022-11-29,GT,24,Entertainment,423415,15706.0,560.0,10100000,4117,3.71,0.13,4.19,122,Guatemala,GTM
Poniendo a prueba leyes extremistas de QATAR | ¿Son tan estrictos como dicen? 🇶🇦,Luisito Comunica,UCECJDeK0MNapZbpaOzxrUPA,2022-11-28,GT,24,Entertainment,3716659,138029.0,3937.0,39700000,1184,3.71,0.11,9.36,1235,Guatemala,GTM
[2022 MAMA] IVE&Kep1er&NMIXX&LESSERAFIM&NewJeans-ELEVEN+WADADA+O.O+FEARLESS+HypeBoy | Mnet 221129 방송,Mnet K-POP,UCbD8EppRX3ZwJSou-TVo90A,2022-11-29,GT,20,Gaming,4851819,273150.0,10330.0,20000000,29735,5.63,0.21,24.26,309,Guatemala,GTM
